actual,predicted,absolute_error
804.96,751.9,53.059975585937536
949.04,896.53284,52.507163085937464
1718.79,1797.2216,78.43155761718754
203.52,203.87529,0.35528991699217727
1858.36,1897.8163,39.4562841796876
1987.39,1986.221,1.1690527343751
384.77,427.03555,42.26555297851564
572.73,617.03906,44.30906249999998
802.95,832.41833,29.468334960937455
1961.96,1836.9425,125.01749511718754
1945.95,1911.8617,34.088305664062545
1875.72,1958.747,83.02694824218747
862.61,933.7805,71.17051757812499
1721.56,1755.4564,33.896420898437555
516.69,546.23645,29.546450195312445
1995.87,2101.313,105.44298828125011
880.41,753.43365,126.97634521484372
1557.2,1566.3558,9.155834960937455
1077.35,1130.9229,53.57285156250009
366.87,361.58807,5.2819262695312545
1387.43,1332.8467,54.583320312500064
1559.59,1624.6799,65.08993164062508
1237.07,1277.2476,40.177558593750064
1292.77,1285.4402,7.329814453124982
1794.57,1849.0997,54.529731445312564
1133.45,1059.2869,74.16313476562505
1367.64,1334.496,33.1440283203126
1237.71,1208.802,28.907998046875036
1421.45,1458.6337,37.183666992187455
780.15,848.6828,68.53280029296877
1600.42,1698.1884,97.76835449218743
1658.97,1726.3835,67.41354492187497
1386.33,1393.9778,7.647783203125073
1996.18,2001.6357,5.455742187499936
1374.91,1430.5905,55.68045410156242
835.08,816.5514,18.52860839843754
2098.07,1910.969,187.10100585937516
1729.08,1724.184,4.896040039062427
255.57,264.8614,9.291389160156257
1454.05,1530.6528,76.60283203125005
1157.87,1318.0088,160.1387890625001
1880.76,1982.6757,101.91565917968751
1587.21,1609.2603,22.050253906249964
631.5,630.7888,0.711181640625
1918.89,1894.1553,24.7347265625001
1610.25,1519.6252,90.624755859375
1237.62,1125.7532,111.86682617187489
1361.3,1439.7571,78.45708007812505
1577.01,1589.565,12.554941406250009
1090.35,1209.6719,119.32187500000009
703.45,788.00934,84.5593383789062
1202.69,1161.685,41.004941406250055
2032.23,1922.6849,109.54506347656252
1434.84,1499.9738,65.13375488281258
950.24,829.32245,120.91755126953126
303.2,335.25058,32.050579833984386
1737.86,1827.0712,89.2111669921876
448.34,523.1178,74.77779785156253
1730.86,1721.7424,9.1175683593749
726.14,655.9214,70.21861328124999
1376.59,1349.2268,27.363193359374918
978.13,990.9855,12.855473632812505
1339.93,1370.2928,30.362846679687436
1435.34,1472.1929,36.85287109375008
1653.69,1674.6545,20.964541015624945
1145.33,1108.6781,36.65189941406243
540.97,510.42395,30.546049804687527
1364.54,1426.2615,61.721474609375036
830.07,857.0241,26.9541088867187
1871.76,1803.145,68.61498046874999
2014.72,2096.9246,82.20456054687497
1155.05,1159.2272,4.1771728515625455
1110.55,1085.9457,24.604321289062455
1432.75,1488.4633,55.7132568359375
1553.21,1612.1958,58.985800781249964
1483.33,1522.4421,39.11213867187507
844.9,776.29626,68.60373535156248
682.22,661.5951,20.624907226562527
1666.52,1421.1958,245.32419921874998
1844.58,1869.666,25.086015625000073
1410.58,1478.4463,67.86628906250007
872.19,859.4336,12.756406250000055
1685.92,1682.116,3.8040332031250728
1569.37,1579.9031,10.53307617187511
1829.06,1865.9093,36.849301757812555
664.43,589.34155,75.08844726562495
924.9,1129.604,204.70400390625002
1878.06,1851.3909,26.669130859374945
1760.0,1842.1997,82.19970703125
1624.58,1539.652,84.92802246093743
1903.76,1993.0728,89.31275390625001
457.49,479.25534,21.765340576171866
1516.43,1523.3475,6.917534179687436
1676.48,1529.5095,146.97047851562502
1029.87,953.3045,76.56549560546864
1120.1,1134.5731,14.473120117187591
363.02,348.5148,14.505198974609357
1311.23,1314.2362,3.006206054687482
1899.69,2053.912,154.22210937499995
785.59,880.6608,95.07082763671872
1740.85,1828.9276,88.07761230468759
1842.1,1942.541,100.44101562500009
1549.82,1530.6418,19.178154296874936
1724.68,1625.9539,98.72614257812506
879.65,962.5258,82.87581787109377
1682.62,1766.761,84.14098632812511
1522.45,1538.4158,15.965771484374955
1164.2,1120.7609,43.439135742187545
1455.37,1437.871,17.49902832031239
1496.46,1547.3699,50.909873046874964
1503.98,1483.7346,20.245380859375018
671.06,664.71515,6.344851074218695
1715.29,1767.7725,52.482460937500036
1536.6,1471.9448,64.65517578124991
713.71,796.74023,83.03023437499996
628.4,532.9617,95.43833007812498
897.78,932.50635,34.72634765625003
1249.66,1339.595,89.93497070312492
1599.27,1650.0049,50.73488281250002
710.25,841.6548,131.40478515625
1561.63,1527.6985,33.93151367187511
1048.28,972.6367,75.64328124999997
1271.52,1273.0758,1.5558056640625182
1707.38,1615.3037,92.07628906250011
1921.18,2041.8396,120.65959960937494
731.28,778.7175,47.43752929687503
2079.14,1916.6165,162.52354492187487
1360.76,1393.5767,32.81666015625001
1587.8,1510.3595,77.44050292968745
799.12,773.554,25.565983886718755
1810.37,1735.6017,74.76831542968739
225.12,212.76425,12.35574829101563
1776.62,1771.9194,4.700566406249891
676.38,664.36206,12.017939453124995
1265.57,1395.7627,130.19269531250006
