actual,predicted,absolute_error
804.96,766.9741668701172,37.98583312988285
949.04,934.4497489929199,14.590251007080042
1718.79,1701.653938293457,17.136061706542932
203.52,185.3008484840393,18.219151515960704
1858.36,1743.4279327392578,114.93206726074209
1987.39,1839.2196197509766,148.17038024902354
384.77,460.7170124053955,75.94701240539553
572.73,581.8936748504639,9.163674850463849
802.95,850.9206581115723,47.97065811157222
1961.96,1710.2589263916016,251.70107360839847
1945.95,1780.679183959961,165.2708160400391
1875.72,1785.2412033081055,90.47879669189456
862.61,924.5698165893555,61.959816589355455
1721.56,1450.9074401855469,270.65255981445307
516.69,474.4120635986328,42.27793640136724
1995.87,1901.211685180664,94.65831481933583
880.41,781.5353202819824,98.87467971801755
1557.2,1268.7137298583984,288.4862701416016
1077.35,875.1972961425781,202.15270385742178
366.87,372.95263290405273,6.08263290405273
1387.43,1312.9776000976562,74.45239990234381
1559.59,1525.7971496582031,33.79285034179679
1237.07,1127.8044624328613,109.26553756713861
1292.77,1235.5222091674805,57.24779083251951
1794.57,1760.8715362548828,33.698463745117124
1133.45,1015.6786994934082,117.77130050659184
1367.64,1018.5588455200195,349.08115447998057
1237.71,1008.889518737793,228.82048126220707
1421.45,949.4348754882812,472.0151245117188
780.15,854.3603515625,74.21035156250002
1600.42,1409.8942031860352,190.52579681396492
1658.97,1611.4538230895996,47.51617691040042
1386.33,1063.7664947509766,322.56350524902336
1996.18,1830.2870407104492,165.89295928955084
1374.91,1039.7742347717285,335.13576522827157
835.08,822.2357749938965,12.844225006103557
2098.07,1759.841651916504,338.22834808349626
1729.08,1418.0362854003906,311.0437145996093
255.57,282.51000022888184,26.940000228881843
1454.05,1124.4926681518555,329.5573318481445
1157.87,1282.5249710083008,124.65497100830089
1880.76,1862.7580108642578,18.00198913574218
1587.21,1380.9610977172852,206.24890228271488
631.5,702.7593803405762,71.25938034057617
1918.89,1698.874496459961,220.01550354003916
1610.25,1262.58451461792,347.6654853820801
1237.62,876.6819648742676,360.9380351257323
1361.3,1084.326156616211,276.973843383789
1577.01,1228.004783630371,349.0052163696289
1090.35,1097.155200958252,6.805200958252044
703.45,822.7034072875977,119.25340728759761
1202.69,911.2794532775879,291.41054672241216
2032.23,1770.9424285888672,261.28757141113283
1434.84,1235.780746459961,199.05925354003898
950.24,839.5794792175293,110.66052078247071
303.2,343.25312423706055,40.05312423706056
1737.86,1736.4089584350586,1.4510415649413062
448.34,412.686336517334,35.65366348266599
1730.86,1609.0212936401367,121.83870635986318
726.14,668.6727142333984,57.46728576660155
1376.59,1001.726131439209,374.86386856079093
978.13,917.9408683776855,60.18913162231445
1339.93,1042.7557792663574,297.17422073364264
1435.34,1100.7687492370605,334.57125076293937
1653.69,1550.5329208374023,103.15707916259771
1145.33,895.9767990112305,249.35320098876946
540.97,518.5950565338135,22.37494346618655
1364.54,1056.221981048584,308.318018951416
830.07,781.2477684020996,48.82223159790044
1871.76,1678.459114074707,193.30088592529296
2014.72,1876.445457458496,138.27454254150393
1155.05,1019.206672668457,135.84332733154292
1110.55,885.4110794067383,225.13892059326167
1432.75,1310.1953239440918,122.5546760559082
1553.21,1398.8226318359375,154.38736816406254
1483.33,1283.9431343078613,199.3868656921386
844.9,797.1820907592773,47.71790924072263
682.22,630.1814708709717,52.03852912902835
1666.52,1049.384922027588,617.1350779724121
1844.58,1789.6661911010742,54.91380889892571
1410.58,1074.3575401306152,336.2224598693847
872.19,804.9240188598633,67.26598114013677
1685.92,1563.6637802124023,122.25621978759773
1569.37,1289.780818939209,279.5891810607909
1829.06,1697.587760925293,131.47223907470698
664.43,595.4141693115234,69.01583068847651
924.9,1077.1359939575195,152.23599395751955
1878.06,1703.6771850585938,174.3828149414062
1760.0,1698.9502868652344,61.049713134765625
1624.58,1298.0392303466797,326.54076965332024
1903.76,1840.195457458496,63.5645425415039
457.49,459.64805793762207,2.158057937622061
1516.43,1271.9223899841309,244.5076100158692
1676.48,1199.0270919799805,477.45290802001955
1029.87,853.0479316711426,176.8220683288573
1120.1,958.2700538635254,161.82994613647452
363.02,318.53217601776123,44.48782398223875
1311.23,1027.5059432983398,283.7240567016602
1899.69,1809.9933471679688,89.6966528320313
785.59,842.5982246398926,57.008224639892546
1740.85,1701.1738204956055,39.67617950439444
1842.1,1751.4912796020508,90.60872039794913
1549.82,1175.8741073608398,373.9458926391601
1724.68,1268.9000396728516,455.7799603271485
879.65,938.5765953063965,58.92659530639651
1682.62,1456.042579650879,226.57742034912098
1522.45,1164.845905303955,357.60409469604497
1164.2,915.9917488098145,248.2082511901856
1455.37,1086.8198127746582,368.5501872253417
1496.46,1300.5419006347656,195.9180993652344
1503.98,987.4471664428711,516.5328335571289
671.06,630.4784488677979,40.581551132202094
1715.29,1660.3845977783203,54.90540222167965
1536.6,1128.7575416564941,407.84245834350577
713.71,745.9083404541016,32.198340454101526
628.4,433.99346899986267,194.4065310001373
897.78,920.214729309082,22.43472930908206
1249.66,1144.1375846862793,105.52241531372078
1599.27,1529.7125854492188,69.55741455078123
710.25,846.3566093444824,136.10660934448242
1561.63,1254.0265312194824,307.6034687805177
1048.28,770.0724334716797,278.2075665283203
1271.52,1127.465763092041,144.05423690795897
1707.38,1346.8091201782227,360.57087982177745
1921.18,1865.7494506835938,55.430549316406314
731.28,635.7345962524414,95.54540374755857
2079.14,1742.4080200195312,336.7319799804686
1360.76,1047.7001037597656,313.05989624023437
1587.8,1135.6690979003906,452.13090209960933
799.12,685.243408203125,113.876591796875
1810.37,1587.1935119628906,223.17648803710927
225.12,218.98332500457764,6.136674995422368
1776.62,1674.6896667480469,101.93033325195302
676.38,603.9165878295898,72.46341217041015
1265.57,1269.0294876098633,3.459487609863345
1050.25,870.5101718902588,179.7398281097412
1798.38,1738.9644622802734,59.41553771972667
1691.15,1375.3287734985352,315.82122650146493
781.97,778.2151260375977,3.754873962402371
1618.13,1373.9467849731445,244.18321502685558
1276.06,1032.674877166748,243.3851228332519
1800.86,1564.0054168701172,236.8545831298827
1628.6,1402.2598724365234,226.34012756347647
1531.2,1058.2934036254883,472.90659637451176
1179.09,1133.0067443847656,46.08325561523429
1897.87,1715.9054946899414,181.96450531005848
331.74,256.27902030944824,75.46097969055177
1421.07,1037.6914253234863,383.3785746765136
636.51,527.6502208709717,108.85977912902831
431.17,486.876220703125,55.706220703124984
1696.72,1622.9412384033203,73.77876159667971
1543.17,1095.1219367980957,448.04806320190437
1419.34,1311.4409408569336,107.89905914306632
794.7,829.1513824462891,34.45138244628902
1770.37,1615.4947357177734,154.87526428222645
1175.65,1178.557731628418,2.907731628417878
1905.5,1786.3400115966797,119.15998840332031
1429.72,1155.5699501037598,274.15004989624026
