actual,predicted,absolute_error
804.96,752.0086,52.951394042968786
949.04,912.9646,36.075400390624964
1718.79,1794.0674,75.27738281250004
203.52,203.72012,0.20012329101561477
1858.36,1900.5104,42.1503759765626
1987.39,1975.9309,11.4590917968751
384.77,415.85208,31.082081298828143
572.73,604.1825,31.452495117187482
802.95,834.7106,31.760571289062455
1961.96,1836.3439,125.61612792968754
1945.95,1907.5397,38.410327148437545
1875.72,1951.3243,75.60434082031247
862.61,929.92554,67.31553710937499
1721.56,1767.2961,45.736142578125055
516.69,547.20197,30.511965332031195
1995.87,2106.1292,110.25915039062511
880.41,753.6582,126.75179687499997
1557.2,1556.0449,1.1550781250000455
1077.35,1132.5815,55.23154296875009
366.87,361.11722,5.7527819824218795
1387.43,1327.8154,59.614570312500064
1559.59,1623.3198,63.72982421875008
1237.07,1291.7568,54.686835937500064
1292.77,1281.6857,11.084331054687482
1794.57,1843.0396,48.469550781250064
1133.45,1047.2004,86.24956054687505
1367.64,1337.8645,29.7754980468751
1237.71,1216.9623,20.747719726562536
1421.45,1453.749,32.299023437499955
780.15,849.2671,69.11708984375002
1600.42,1700.0493,99.62931640624993
1658.97,1729.366,70.39596679687497
1386.33,1391.7112,5.381181640625073
1996.18,2005.9497,9.769707031249936
1374.91,1429.8876,54.97757324218742
835.08,810.87274,24.20725830078129
2098.07,1914.2317,183.83831054687516
1729.08,1730.1104,1.0303515625000728
255.57,268.3404,12.770393066406257
1454.05,1526.8431,72.79313964843755
1157.87,1305.0774,147.2073925781251
1880.76,1990.6632,109.90320800781251
1587.21,1609.9521,22.742148437499964
631.5,640.9695,9.469482421875
1918.89,1899.5737,19.3162695312501
1610.25,1491.8372,118.412841796875
1237.62,1120.2872,117.33276855468739
1361.3,1430.3795,69.07951660156255
1577.01,1586.4875,9.477548828125009
1090.35,1210.0773,119.72727050781259
703.45,804.31525,100.8652465820312
1202.69,1162.471,40.219052734375055
2032.23,1924.5432,107.68678710937502
1434.84,1493.2178,58.37777343750008
950.24,830.2156,120.02442382812501
303.2,339.33948,36.13947753906251
1737.86,1834.5491,96.6890722656251
448.34,515.58374,67.24374023437503
1730.86,1722.8323,8.0277246093749
726.14,651.01483,75.12516845703124
1376.59,1348.4966,28.093417968749918
978.13,986.9843,8.854313964843755
1339.93,1363.4568,23.526787109374936
1435.34,1474.5151,39.17513671875008
1653.69,1675.4355,21.745546874999945
1145.33,1100.008,45.32194335937493
540.97,503.83887,37.13113281250003
1364.54,1425.6926,61.152626953125036
830.07,867.27313,37.2031323242187
1871.76,1808.6152,63.14476562499999
2014.72,2095.4453,80.72531249999997
1155.05,1164.2952,9.245166015625045
1110.55,1074.9009,35.649121093749955
1432.75,1485.6671,52.9171142578125
1553.21,1618.1859,64.97591308593746
1483.33,1521.3641,38.03413574218757
844.9,770.38214,74.51785888671873
682.22,661.10474,21.115263671875027
1666.52,1414.8134,251.70664550781248
1844.58,1863.7084,19.128374023437573
1410.58,1476.2397,65.65974609375007
872.19,859.3374,12.852597656250055
1685.92,1687.0012,1.0812207031249272
1569.37,1581.8701,12.50011718750011
1829.06,1859.0928,30.032773437500055
664.43,590.0928,74.33722656249995
924.9,1120.7322,195.83217773437502
1878.06,1835.544,42.516054687499945
1760.0,1844.1038,84.103759765625
1624.58,1538.9338,85.64616210937493
1903.76,1999.8496,96.08960937500001
457.49,472.9842,15.494191894531241
1516.43,1525.7709,9.340874023437436
1676.48,1521.5371,154.94289062500002
1029.87,955.88495,73.98505126953114
1120.1,1142.8118,22.71176757812509
363.02,344.982,18.038005371093732
1311.23,1314.8987,3.668681640624982
1899.69,2041.7844,142.09442382812495
785.59,884.51294,98.92293945312497
1740.85,1831.5532,90.70322265625009
1842.1,1948.7454,106.64536132812509
1549.82,1518.7454,31.074638671874936
1724.68,1620.5466,104.13336914062506
879.65,934.9555,55.30550537109377
1682.62,1763.3654,80.74535644531261
